"m_id","temperature","humidity","m_name","winddirection","windspeed","m_date","lat","lot"
"533",,,"WT6","281.15","4.05","2023-04-11 10:15:32","35.455124","129.330612"
"534",,,"WT7","222.42","4.13","2023-04-11 10:15:32","35.455727","129.329498"
"535",,,"WT8","250.28","5.1","2023-04-11 10:15:32","35.456108","129.3302"
"536",,,"WT1","232.34","2.37","2023-04-11 10:14:26","35.456703","129.328354"
"537",,,"WT2","277.1","1.4","2023-04-11 10:14:26","35.456997","129.328217"
"538",,,"WT3","263.5","3.35","2023-04-11 10:14:26","35.456944","129.326667"
"539",,,"WT4","222.41","5.75","2023-04-11 10:14:26","35.455063","129.327988"
"540",,,"WT5","237.17","5.3","2023-04-11 10:14:26","35.45512","129.330215"
"541",,,"WT6","274.41","5","2023-04-11 10:14:26","35.455124","129.330612"
"542",,,"WT7","202.01","2.42","2023-04-11 10:14:26","35.455727","129.329498"
"543",,,"WT8","240.03","2.5","2023-04-11 10:14:26","35.456108","129.3302"
"544",,,"WT1","300.11","4.6","2023-04-11 10:13:20","35.456703","129.328354"
"545",,,"WT2","225","4.3","2023-04-11 10:13:20","35.456997","129.328217"
"546",,,"WT3","229.16","3.72","2023-04-11 10:13:20","35.456944","129.326667"
"547",,,"WT4","211","5.65","2023-04-11 10:13:20","35.455063","129.327988"
"548",,,"WT5","229.75","8.95","2023-04-11 10:13:20","35.45512","129.330215"
"549",,,"WT6","266.72","6.95","2023-04-11 10:13:20","35.455124","129.330612"
"550",,,"WT7","225.51","3.15","2023-04-11 10:13:20","35.455727","129.329498"
"551",,,"WT8","228.31","3.17","2023-04-11 10:13:20","35.456108","129.3302"
"552",,,"WT1","299.01","2.17","2023-04-11 10:12:14","35.456703","129.328354"
"553",,,"WT2","232.83","3.28","2023-04-11 10:12:14","35.456997","129.328217"
"554",,,"WT3","257.55","2.8","2023-04-11 10:12:14","35.456944","129.326667"
"555",,,"WT4","351.5","1.7","2023-04-11 10:12:14","35.455063","129.327988"
"556",,,"WT5","231.73","8.22","2023-04-11 10:12:14","35.45512","129.330215"
"557",,,"WT6","272.84","6.1","2023-04-11 10:12:14","35.455124","129.330612"
"558",,,"WT7","198.4","3.2","2023-04-11 10:12:14","35.455727","129.329498"
"559",,,"WT8","236.11","3.9","2023-04-11 10:12:14","35.456108","129.3302"
"560",,,"WT1","331.33","4.67","2023-04-11 10:11:08","35.456703","129.328354"
"561",,,"WT2","234.53","4.12","2023-04-11 10:11:08","35.456997","129.328217"
"562",,,"WT3","242.5","3.4","2023-04-11 10:11:08","35.456944","129.326667"
"563",,,"WT4","218","1.9","2023-04-11 10:11:08","35.455063","129.327988"
"564",,,"WT5","225.53","3.77","2023-04-11 10:11:08","35.45512","129.330215"
"565",,,"WT6","284.98","5","2023-04-11 10:11:08","35.455124","129.330612"
"566",,,"WT7","201.99","4.53","2023-04-11 10:11:08","35.455727","129.329498"
"567",,,"WT8","235.74","4.1","2023-04-11 10:11:08","35.456108","129.3302"
"568",,,"WT1","220","2.8","2023-04-11 10:10:02","35.456703","129.328354"
"569",,,"WT2","212.16","1.87","2023-04-11 10:10:02","35.456997","129.328217"
"570",,,"WT3","155","3.1","2023-04-11 10:10:02","35.456944","129.326667"
"571",,,"WT4","9.99","2.57","2023-04-11 10:10:02","35.455063","129.327988"
"572",,,"WT5","230","4.45","2023-04-11 10:10:02","35.45512","129.330215"
"573",,,"WT6","275.5","5.35","2023-04-11 10:10:02","35.455124","129.330612"
"574",,,"WT7","198.8","2.98","2023-04-11 10:10:02","35.455727","129.329498"
"575",,,"WT8","274","2","2023-04-11 10:10:02","35.456108","129.3302"
"576",,,"WT1","300.76","3.47","2023-04-11 10:08:56","35.456703","129.328354"
"577",,,"WT2","236","6.4","2023-04-11 10:08:56","35.456997","129.328217"
"578",,,"WT3","226.71","2.4","2023-04-11 10:08:56","35.456944","129.326667"
"579",,,"WT4","43","2.2","2023-04-11 10:08:56","35.455063","129.327988"
"580",,,"WT5","228.67","5.4","2023-04-11 10:08:56","35.45512","129.330215"
"581",,,"WT6","287.02","3.07","2023-04-11 10:08:56","35.455124","129.330612"
"582",,,"WT7","219","2.95","2023-04-11 10:08:56","35.455727","129.329498"
"583",,,"WT8","220","1.5","2023-04-11 10:08:56","35.456108","129.3302"
"584",,,"WT1","288.65","3.58","2023-04-11 10:07:50","35.456703","129.328354"
"585",,,"WT2","214","1.9","2023-04-11 10:07:50","35.456997","129.328217"
"586",,,"WT3","234.3","3.3","2023-04-11 10:07:50","35.456944","129.326667"
"587",,,"WT4","355","2.3","2023-04-11 10:07:50","35.455063","129.327988"
"588",,,"WT5","244.41","3.17","2023-04-11 10:07:50","35.45512","129.330215"
"589",,,"WT6","272.36","2.25","2023-04-11 10:07:50","35.455124","129.330612"
"590",,,"WT7","221.5","1.9","2023-04-11 10:07:50","35.455727","129.329498"
"591",,,"WT8","249.64","2.17","2023-04-11 10:07:50","35.456108","129.3302"
"592",,,"WT1","304.79","2.48","2023-04-11 10:06:44","35.456703","129.328354"
"593",,,"WT2","254.58","2.04","2023-04-11 10:06:44","35.456997","129.328217"
"594",,,"WT3","224.74","2.88","2023-04-11 10:06:44","35.456944","129.326667"
"595",,,"WT4","283.5","2.25","2023-04-11 10:06:44","35.455063","129.327988"
"596",,,"WT5","294.97","4.68","2023-04-11 10:06:44","35.45512","129.330215"
"597",,,"WT6","302","5.7","2023-04-11 10:06:44","35.455124","129.330612"
"598",,,"WT7","235.57","2.43","2023-04-11 10:06:44","35.455727","129.329498"
"599",,,"WT8","211.88","2.93","2023-04-11 10:06:44","35.456108","129.3302"
"600",,,"WT1","277.11","3.14","2023-04-11 10:05:38","35.456703","129.328354"
"601",,,"WT2","316","2.6","2023-04-11 10:05:38","35.456997","129.328217"
"602",,,"WT3","223.95","1.67","2023-04-11 10:05:38","35.456944","129.326667"
"603",,,"WT4","51.5","2.4","2023-04-11 10:05:38","35.455063","129.327988"
"604",,,"WT5","228.27","4.35","2023-04-11 10:05:38","35.45512","129.330215"
"605",,,"WT6","294","3.65","2023-04-11 10:05:38","35.455124","129.330612"
"606",,,"WT7","210.6","3.53","2023-04-11 10:05:38","35.455727","129.329498"
"607",,,"WT8","196.36","4.4","2023-04-11 10:05:38","35.456108","129.3302"
"608",,,"WT1","290.71","3.18","2023-04-11 10:04:32","35.456703","129.328354"
"609",,,"WT2","232","4.9","2023-04-11 10:04:32","35.456997","129.328217"
"610",,,"WT3","233.22","2.65","2023-04-11 10:04:32","35.456944","129.326667"
"611",,,"WT4","0","11.7","2023-04-11 10:04:32","35.455063","129.327988"
"612",,,"WT5","231.5","4.25","2023-04-11 10:04:32","35.45512","129.330215"
"613",,,"WT6","264.63","1.9","2023-04-11 10:04:32","35.455124","129.330612"
"614",,,"WT7","200.77","2.65","2023-04-11 10:04:32","35.455727","129.329498"
"615",,,"WT8","197.62","2.97","2023-04-11 10:04:32","35.456108","129.3302"
"616",,,"WT1","316.75","3.15","2023-04-11 10:03:26","35.456703","129.328354"
"617",,,"WT2","250.18","1.93","2023-04-11 10:03:26","35.456997","129.328217"
"618",,,"WT3","172.47","3.1","2023-04-11 10:03:26","35.456944","129.326667"
"619",,,"WT4","214","2.8","2023-04-11 10:03:26","35.455063","129.327988"
"620",,,"WT5","231","7.02","2023-04-11 10:03:26","35.45512","129.330215"
"621",,,"WT6","273.33","5.8","2023-04-11 10:03:26","35.455124","129.330612"
"622",,,"WT7","203.76","3.05","2023-04-11 10:03:26","35.455727","129.329498"
"623",,,"WT8","0","4.4","2023-04-11 10:03:26","35.456108","129.3302"
"624",,,"WT1","320.36","3.23","2023-04-11 10:02:20","35.456703","129.328354"
"625",,,"WT2","238.22","3.3","2023-04-11 10:02:20","35.456997","129.328217"
"626",,,"WT3","162.52","2.73","2023-04-11 10:02:20","35.456944","129.326667"
"627",,,"WT4","236.52","2.3","2023-04-11 10:02:20","35.455063","129.327988"
"628",,,"WT5","226.21","5.52","2023-04-11 10:02:20","35.45512","129.330215"
"629",,,"WT6","285.48","4.32","2023-04-11 10:02:20","35.455124","129.330612"
"630",,,"WT7","217.89","2.6","2023-04-11 10:02:20","35.455727","129.329498"
"631",,,"WT8","239.11","2.35","2023-04-11 10:02:20","35.456108","129.3302"
"632",,,"WT1","310.23","2.7","2023-04-11 10:01:14","35.456703","129.328354"
"633",,,"WT2","232.74","2.24","2023-04-11 10:01:14","35.456997","129.328217"
"634",,,"WT3","245.5","2.36","2023-04-11 10:01:14","35.456944","129.326667"
"635",,,"WT4","351","1.85","2023-04-11 10:01:14","35.455063","129.327988"
"636",,,"WT5","276","3.2","2023-04-11 10:01:14","35.45512","129.330215"
"637",,,"WT6","268.79","4.1","2023-04-11 10:01:14","35.455124","129.330612"
"638",,,"WT7","218.8","3.6","2023-04-11 10:01:14","35.455727","129.329498"
"639",,,"WT8","242","2.9","2023-04-11 10:01:14","35.456108","129.3302"
"640",,,"WT1","319.23","2.67","2023-04-11 10:00:08","35.456703","129.328354"
"641",,,"WT2","228.82","3.34","2023-04-11 10:00:08","35.456997","129.328217"
"642",,,"WT3","154","2.95","2023-04-11 10:00:08","35.456944","129.326667"
"643",,,"WT4","227.64","5.2","2023-04-11 10:00:08","35.455063","129.327988"
"644",,,"WT5","226.33","4.33","2023-04-11 10:00:08","35.45512","129.330215"
"645",,,"WT6","291.74","3.3","2023-04-11 10:00:08","35.455124","129.330612"
"646",,,"WT7","212.57","3.35","2023-04-11 10:00:08","35.455727","129.329498"
"647",,,"WT8","274.34","4.03","2023-04-11 10:00:08","35.456108","129.3302"
"648",,,"WT1","322.18","5.24","2023-04-11 09:59:02","35.456703","129.328354"
"649",,,"WT2","255.45","3.8","2023-04-11 09:59:02","35.456997","129.328217"
"650",,,"WT3","254.21","2.65","2023-04-11 09:59:02","35.456944","129.326667"
"651",,,"WT4","260.5","5.95","2023-04-11 09:59:02","35.455063","129.327988"
"652",,,"WT5","227.68","4.5","2023-04-11 09:59:02","35.45512","129.330215"
"653",,,"WT6","282.44","6.6","2023-04-11 09:59:02","35.455124","129.330612"
"654",,,"WT7","209.33","3.17","2023-04-11 09:59:02","35.455727","129.329498"
"655",,,"WT8","251.2","4.4","2023-04-11 09:59:02","35.456108","129.3302"
"656",,,"WT1","242.35","3.5","2023-04-11 09:57:56","35.456703","129.328354"
"657",,,"WT2","233.98","2.5","2023-04-11 09:57:56","35.456997","129.328217"
"658",,,"WT3","50","1.85","2023-04-11 09:57:56","35.456944","129.326667"
"659",,,"WT4","247.44","2.05","2023-04-11 09:57:56","35.455063","129.327988"
"660",,,"WT5","232.37","5.97","2023-04-11 09:57:56","35.45512","129.330215"
"661",,,"WT6","285.68","3.27","2023-04-11 09:57:56","35.455124","129.330612"
"662",,,"WT7","209.52","3.97","2023-04-11 09:57:56","35.455727","129.329498"
"663",,,"WT8","215","2.9","2023-04-11 09:57:56","35.456108","129.3302"
"664",,,"WT1","215.26","5.3","2023-04-11 09:56:50","35.456703","129.328354"
"665",,,"WT2","251","2","2023-04-11 09:56:50","35.456997","129.328217"
"666",,,"WT3","241.59","2.48","2023-04-11 09:56:50","35.456944","129.326667"
"667",,,"WT4","5.66","1.6","2023-04-11 09:56:50","35.455063","129.327988"
"668",,,"WT5","299","2.73","2023-04-11 09:56:50","35.45512","129.330215"
"669",,,"WT6","262.08","2.77","2023-04-11 09:56:50","35.455124","129.330612"
"670",,,"WT7","210.77","2.08","2023-04-11 09:56:50","35.455727","129.329498"
"671",,,"WT8","240","3.3","2023-04-11 09:56:50","35.456108","129.3302"
"672",,,"WT1","293.4","1.87","2023-04-11 09:55:44","35.456703","129.328354"
"673",,,"WT2","223","6.55","2023-04-11 09:55:44","35.456997","129.328217"
"674",,,"WT3","219.2","2.73","2023-04-11 09:55:44","35.456944","129.326667"
"675",,,"WT4","199","3.4","2023-04-11 09:55:44","35.455063","129.327988"
"676",,,"WT5","249.95","4.08","2023-04-11 09:55:44","35.45512","129.330215"
"677",,,"WT6","287.9","3.4","2023-04-11 09:55:44","35.455124","129.330612"
"678",,,"WT7","238.92","2.9","2023-04-11 09:55:44","35.455727","129.329498"
"679",,,"WT8","255.05","2.93","2023-04-11 09:55:44","35.456108","129.3302"
"680",,,"WT1","271","2.2","2023-04-11 09:54:38","35.456703","129.328354"
"681",,,"WT2","246","3","2023-04-11 09:54:38","35.456997","129.328217"
"682",,,"WT3","248.17","3.78","2023-04-11 09:54:38","35.456944","129.326667"
"683",,,"WT4","233","5.7","2023-04-11 09:54:38","35.455063","129.327988"
"684",,,"WT5","223.28","3.3","2023-04-11 09:54:38","35.45512","129.330215"
"685",,,"WT6","288.3","2.87","2023-04-11 09:54:38","35.455124","129.330612"
"686",,,"WT7","221.87","2.1","2023-04-11 09:54:38","35.455727","129.329498"
"687",,,"WT8","258.03","2.4","2023-04-11 09:54:38","35.456108","129.3302"
"688",,,"WT1","299.77","4.47","2023-04-11 09:53:32","35.456703","129.328354"
"689",,,"WT2","234","3.32","2023-04-11 09:53:32","35.456997","129.328217"
"690",,,"WT3","271.36","2.32","2023-04-11 09:53:32","35.456944","129.326667"
"691",,,"WT4","16.5","2.05","2023-04-11 09:53:32","35.455063","129.327988"
"692",,,"WT5","216.98","4.7","2023-04-11 09:53:32","35.45512","129.330215"
"693",,,"WT6","278.38","4.53","2023-04-11 09:53:32","35.455124","129.330612"
"694",,,"WT7","210.14","2.93","2023-04-11 09:53:32","35.455727","129.329498"
"695",,,"WT8","205.58","4.17","2023-04-11 09:53:32","35.456108","129.3302"
"696",,,"WT1","311.6","3.24","2023-04-11 09:52:26","35.456703","129.328354"
"697",,,"WT2","243","2.4","2023-04-11 09:52:26","35.456997","129.328217"
"698",,,"WT3","240.46","2.74","2023-04-11 09:52:26","35.456944","129.326667"
"699",,,"WT4","227","2.45","2023-04-11 09:52:26","35.455063","129.327988"
"700",,,"WT5","328.67","2.6","2023-04-11 09:52:26","35.45512","129.330215"
"701",,,"WT6","102","3.2","2023-04-11 09:52:26","35.455124","129.330612"
"702",,,"WT7","223.82","1.9","2023-04-11 09:52:26","35.455727","129.329498"
"703",,,"WT8","209.69","2.13","2023-04-11 09:52:26","35.456108","129.3302"
"704",,,"WT1","302.64","2.08","2023-04-11 09:51:20","35.456703","129.328354"
"705",,,"WT2","239.5","3","2023-04-11 09:51:20","35.456997","129.328217"
"706",,,"WT3","224.82","2.38","2023-04-11 09:51:20","35.456944","129.326667"
"707",,,"WT4","245.5","4.4","2023-04-11 09:51:20","35.455063","129.327988"
"708",,,"WT5","232","6.63","2023-04-11 09:51:20","35.45512","129.330215"
"709",,,"WT6","273.2","5.1","2023-04-11 09:51:20","35.455124","129.330612"
"710",,,"WT7","176.5","2.9","2023-04-11 09:51:20","35.455727","129.329498"
"711",,,"WT8","277.06","1.92","2023-04-11 09:51:20","35.456108","129.3302"
"712",,,"WT1","286.49","1.76","2023-04-11 09:50:14","35.456703","129.328354"
"713",,,"WT2","236.33","2.47","2023-04-11 09:50:14","35.456997","129.328217"
"714",,,"WT3","317.5","2","2023-04-11 09:50:14","35.456944","129.326667"
"715",,,"WT4","276","1.4","2023-04-11 09:50:14","35.455063","129.327988"
"716",,,"WT5","238.93","6.75","2023-04-11 09:50:14","35.45512","129.330215"
"717",,,"WT6","269.77","5.62","2023-04-11 09:50:14","35.455124","129.330612"
"718",,,"WT7","198.61","2.82","2023-04-11 09:50:14","35.455727","129.329498"
"719",,,"WT8","260.99","3.73","2023-04-11 09:50:14","35.456108","129.3302"
"720",,,"WT1","311.2","3.68","2023-04-11 09:49:08","35.456703","129.328354"
"721",,,"WT2","4.52","1.3","2023-04-11 09:49:08","35.456997","129.328217"
"722",,,"WT3","265.79","3.2","2023-04-11 09:49:08","35.456944","129.326667"
"723",,,"WT4","242.6","5.67","2023-04-11 09:49:08","35.455063","129.327988"
"724",,,"WT5","212.6","3.43","2023-04-11 09:49:08","35.45512","129.330215"
"725",,,"WT6","275.85","5.03","2023-04-11 09:49:08","35.455124","129.330612"
"726",,,"WT7","217.41","5.3","2023-04-11 09:49:08","35.455727","129.329498"
"727",,,"WT8","281.37","3.7","2023-04-11 09:49:08","35.456108","129.3302"
"728",,,"WT1","307","3.53","2023-04-11 09:48:02","35.456703","129.328354"
"729",,,"WT2","264.72","2.1","2023-04-11 09:48:02","35.456997","129.328217"
"730",,,"WT3","218.75","4.78","2023-04-11 09:48:02","35.456944","129.326667"
"731",,,"WT4","261","3.3","2023-04-11 09:48:02","35.455063","129.327988"
"732",,,"WT5","218.55","5.32","2023-04-11 09:48:02","35.45512","129.330215"
"733",,,"WT6","262.72","6.1","2023-04-11 09:48:02","35.455124","129.330612"
"734",,,"WT7","0","1.8","2023-04-11 09:48:02","35.455727","129.329498"
"735",,,"WT8","210.25","3.68","2023-04-11 09:48:02","35.456108","129.3302"
"736",,,"WT1","313.33","3.47","2023-04-11 09:46:56","35.456703","129.328354"
"737",,,"WT2","242.55","3.26","2023-04-11 09:46:56","35.456997","129.328217"
"738",,,"WT3","223.14","2","2023-04-11 09:46:56","35.456944","129.326667"
"739",,,"WT4","269.67","1.77","2023-04-11 09:46:56","35.455063","129.327988"
"740",,,"WT5","237.5","5.1","2023-04-11 09:46:56","35.45512","129.330215"
"741",,,"WT6","291.36","4.6","2023-04-11 09:46:56","35.455124","129.330612"
"742",,,"WT7","219.53","1.78","2023-04-11 09:46:56","35.455727","129.329498"
"743",,,"WT8","237.74","2.8","2023-04-11 09:46:56","35.456108","129.3302"
"744",,,"WT1","315.87","2","2023-04-11 09:45:50","35.456703","129.328354"
"745",,,"WT2","239.7","2.25","2023-04-11 09:45:50","35.456997","129.328217"
"746",,,"WT3","241.34","2.5","2023-04-11 09:45:50","35.456944","129.326667"
"747",,,"WT4","211","5.4","2023-04-11 09:45:50","35.455063","129.327988"
"748",,,"WT5","220.5","3.35","2023-04-11 09:45:50","35.45512","129.330215"
"749",,,"WT6","264.98","4.88","2023-04-11 09:45:50","35.455124","129.330612"
"750",,,"WT7","206.33","3.03","2023-04-11 09:45:50","35.455727","129.329498"
"751",,,"WT8","254.1","2.47","2023-04-11 09:45:50","35.456108","129.3302"
"752",,,"WT1","299.82","1.9","2023-04-11 09:44:44","35.456703","129.328354"
"753",,,"WT2","330","1.1","2023-04-11 09:44:44","35.456997","129.328217"
"754",,,"WT3","242.65","2.33","2023-04-11 09:44:44","35.456944","129.326667"
"755",,,"WT4","237","7","2023-04-11 09:44:44","35.455063","129.327988"
"756",,,"WT5","224.33","5","2023-04-11 09:44:44","35.45512","129.330215"
"757",,,"WT6","241.86","5.6","2023-04-11 09:44:44","35.455124","129.330612"
"758",,,"WT7","203.26","1.57","2023-04-11 09:44:44","35.455727","129.329498"
"759",,,"WT8","268.93","3.57","2023-04-11 09:44:44","35.456108","129.3302"
"760",,,"WT1","304.45","2.58","2023-04-11 09:43:38","35.456703","129.328354"
"761",,,"WT2","308","1.5","2023-04-11 09:43:38","35.456997","129.328217"
"762",,,"WT3","287.44","1.67","2023-04-11 09:43:38","35.456944","129.326667"
"763",,,"WT4","292","3.55","2023-04-11 09:43:38","35.455063","129.327988"
"764",,,"WT5","238","7.3","2023-04-11 09:43:38","35.45512","129.330215"
"765",,,"WT6","265.5","4.92","2023-04-11 09:43:38","35.455124","129.330612"
"766",,,"WT7","196","1.5","2023-04-11 09:43:38","35.455727","129.329498"
"767",,,"WT8","265.16","3.67","2023-04-11 09:43:38","35.456108","129.3302"
"768",,,"WT1","300.92","1.93","2023-04-11 09:42:32","35.456703","129.328354"
"769",,,"WT2","240.88","2.87","2023-04-11 09:42:32","35.456997","129.328217"
"770",,,"WT3","269.01","2.22","2023-04-11 09:42:32","35.456944","129.326667"
"771",,,"WT4","253.27","3.8","2023-04-11 09:42:32","35.455063","129.327988"
"772",,,"WT5","239.42","7.25","2023-04-11 09:42:32","35.45512","129.330215"
"773",,,"WT6","266.75","4.82","2023-04-11 09:42:32","35.455124","129.330612"
"774",,,"WT7","219.01","2.8","2023-04-11 09:42:32","35.455727","129.329498"
"775",,,"WT8","260.23","3.28","2023-04-11 09:42:32","35.456108","129.3302"
"776",,,"WT1","309","3.78","2023-04-11 09:41:26","35.456703","129.328354"
"777",,,"WT2","240.67","5.02","2023-04-11 09:41:26","35.456997","129.328217"
"778",,,"WT3","191.37","2.63","2023-04-11 09:41:26","35.456944","129.326667"
"779",,,"WT4","235.99","5","2023-04-11 09:41:26","35.455063","129.327988"
"780",,,"WT5","225.16","5.93","2023-04-11 09:41:26","35.45512","129.330215"
"781",,,"WT6","275.99","6.4","2023-04-11 09:41:26","35.455124","129.330612"
"782",,,"WT7","221.92","3.3","2023-04-11 09:41:26","35.455727","129.329498"
"783",,,"WT8","264.01","5.22","2023-04-11 09:41:26","35.456108","129.3302"
"784",,,"WT1","306.55","3.42","2023-04-11 09:40:20","35.456703","129.328354"
"785",,,"WT2","224.47","2.25","2023-04-11 09:40:20","35.456997","129.328217"
"786",,,"WT3","274","1.8","2023-04-11 09:40:20","35.456944","129.326667"
"787",,,"WT4","269.3","1.93","2023-04-11 09:40:20","35.455063","129.327988"
"788",,,"WT5","234.51","4.5","2023-04-11 09:40:20","35.45512","129.330215"
"789",,,"WT6","278.47","5.95","2023-04-11 09:40:20","35.455124","129.330612"
"790",,,"WT7","171","2.1","2023-04-11 09:40:20","35.455727","129.329498"
"791",,,"WT8","294.55","3.42","2023-04-11 09:40:20","35.456108","129.3302"
"792",,,"WT1","313.67","2.23","2023-04-11 09:39:14","35.456703","129.328354"
"793",,,"WT2","336","2.7","2023-04-11 09:39:14","35.456997","129.328217"
"794",,,"WT3","222.71","3.65","2023-04-11 09:39:14","35.456944","129.326667"
"795",,,"WT4","232","3.37","2023-04-11 09:39:14","35.455063","129.327988"
"796",,,"WT5","248.63","3.65","2023-04-11 09:39:14","35.45512","129.330215"
"797",,,"WT6","277.76","3.98","2023-04-11 09:39:14","35.455124","129.330612"
"798",,,"WT7","197.69","1.87","2023-04-11 09:39:14","35.455727","129.329498"
"799",,,"WT8","259.73","3.58","2023-04-11 09:39:14","35.456108","129.3302"
